batch_size,context_size,concurrency,k,routing_interval,strategy,configuration_order,repeat,request_index,latency_seconds,queue_seconds,service_seconds,actual_batch_size,semantics,request_id,task_id,task_type,step,state_sha256
4,128,4,2,1,dynamic,4,2,0,2.929309666971676,6.279099034145474e-05,2.9289707090356387,4,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,2,1,dynamic,4,2,1,2.9293627080041915,4.333298420533538e-05,2.9289707090356387,4,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,2,1,dynamic,4,2,2,2.9293621660326608,3.92080401070416e-05,2.9289707090356387,4,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,2,1,dynamic,4,2,3,2.9293626670259982,3.6165991332381964e-05,2.9289707090356387,4,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,2,1,dynamic,4,2,4,5.814025125000626,2.9295314580085687,2.884338125004433,4,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,2,1,dynamic,4,2,5,5.814071125001647,2.9295456670224667,2.884338125004433,4,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,2,1,dynamic,4,2,6,5.814077415969223,2.9295451659709215,2.884338125004433,4,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,2,1,dynamic,4,2,7,5.814080083975568,2.929544667014852,2.884338125004433,4,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,1,1,batched,5,0,0,1.4481086250161752,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,1,1,batched,5,0,1,1.4481086250161752,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,1,1,batched,5,0,2,1.4481086250161752,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,1,1,batched,5,0,3,1.4481086250161752,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,1,1,batched,5,0,4,2.3689619170036167,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,1,1,batched,5,0,5,2.3689619170036167,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,1,1,batched,5,0,6,2.3689619170036167,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,1,1,batched,5,0,7,2.3689619170036167,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,1,1,batched,5,1,0,0.8465190419810824,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,1,1,batched,5,1,1,0.8465190419810824,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,1,1,batched,5,1,2,0.8465190419810824,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,1,1,batched,5,1,3,0.8465190419810824,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,1,1,batched,5,1,4,1.7698365419637412,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,1,1,batched,5,1,5,1.7698365419637412,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,1,1,batched,5,1,6,1.7698365419637412,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,1,1,batched,5,1,7,1.7698365419637412,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,1,1,batched,5,2,0,1.166233290976379,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,1,1,batched,5,2,1,1.166233290976379,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,1,1,batched,5,2,2,1.166233290976379,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,1,1,batched,5,2,3,1.166233290976379,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,1,1,batched,5,2,4,3.194748332956806,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,1,1,batched,5,2,5,3.194748332956806,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,1,1,batched,5,2,6,3.194748332956806,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,1,1,batched,5,2,7,3.194748332956806,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,2,1,single,6,0,0,0.31700762500986457,9.07920184545219e-05,0.31481383298523724,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,2,1,single,6,0,1,1.4937851250288077,0.31352424999931827,1.17870812502224,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,2,1,single,6,0,2,1.896221166010946,1.4922467499854974,0.4021526660071686,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,2,1,single,6,0,3,2.290075208991766,1.8944283750024624,0.3934060839819722,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,2,1,single,6,0,4,2.6670888750231825,2.287903791991994,0.3769874169956893,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,2,1,single,6,0,5,3.183233708026819,2.6649334170506336,0.5132878749864176,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,2,1,single,6,0,6,5.475774875027128,3.1782539170235395,2.287875375011936,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,2,1,single,6,0,7,6.416380874987226,5.4667630000039935,0.9494349169544876,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,2,1,single,6,1,0,0.29033562500262633,0.0002168749924749136,0.2884665409801528,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,2,1,single,6,1,1,0.6398850409896113,0.28698325000004843,0.3512792499968782,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,2,1,single,6,1,2,0.996463582967408,0.638276124955155,0.356648083019536,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,2,1,single,6,1,3,1.424380833050236,0.9949447500403039,0.427431832998991,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,2,1,single,6,1,4,1.71059537504334,1.4224572500097565,0.28656224999576807,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,2,1,single,6,1,5,2.034582499996759,1.7090464169741608,0.32413954101502895,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,2,1,single,6,1,6,2.310792708012741,2.033216832962353,0.27599637501407415,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,2,1,single,6,1,7,2.630198916012887,2.3092556659830734,0.32083566702203825,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,2,1,single,6,2,0,0.2697148750303313,0.00010429200483486056,0.26793900004122406,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,2,1,single,6,2,1,0.5838849579449743,0.26660058298148215,0.3156652500038035,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,2,1,single,6,2,2,0.8861845000064932,0.5822922500083223,0.30234787496738136,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,2,1,single,6,2,3,1.2135021669673733,0.8846610839827918,0.3273720830329694,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,2,1,single,6,2,4,1.533137333986815,1.2120552500127815,0.31945341697428375,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,2,1,single,6,2,5,1.8938753749825992,1.531535666959826,0.36076008301461115,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,2,1,single,6,2,6,2.1804865839658305,1.8923259999719448,0.28662033402360976,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,2,1,single,6,2,7,2.5100723750074394,2.1789755409699865,0.3309897500439547,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,3,1,batched,7,0,0,2.058126749994699,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,3,1,batched,7,0,1,2.058126749994699,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,3,1,batched,7,0,2,2.058126749994699,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,3,1,batched,7,0,3,2.058126749994699,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,3,1,batched,7,0,4,4.289827166998293,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,3,1,batched,7,0,5,4.289827166998293,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,3,1,batched,7,0,6,4.289827166998293,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,3,1,batched,7,0,7,4.289827166998293,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,3,1,batched,7,1,0,0.887888458033558,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,3,1,batched,7,1,1,0.887888458033558,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,3,1,batched,7,1,2,0.887888458033558,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,3,1,batched,7,1,3,0.887888458033558,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,3,1,batched,7,1,4,1.7275370830320753,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,3,1,batched,7,1,5,1.7275370830320753,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,3,1,batched,7,1,6,1.7275370830320753,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,3,1,batched,7,1,7,1.7275370830320753,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,3,1,batched,7,2,0,0.804902250005398,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,3,1,batched,7,2,1,0.804902250005398,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,3,1,batched,7,2,2,0.804902250005398,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,3,1,batched,7,2,3,0.804902250005398,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,3,1,batched,7,2,4,1.8901724169845693,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,3,1,batched,7,2,5,1.8901724169845693,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,3,1,batched,7,2,6,1.8901724169845693,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,3,1,batched,7,2,7,1.8901724169845693,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,2,1,batched,8,0,0,0.8483766249846667,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,2,1,batched,8,0,1,0.8483766249846667,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,2,1,batched,8,0,2,0.8483766249846667,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,2,1,batched,8,0,3,0.8483766249846667,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,2,1,batched,8,0,4,1.6991426660097204,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,2,1,batched,8,0,5,1.6991426660097204,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,2,1,batched,8,0,6,1.6991426660097204,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,2,1,batched,8,0,7,1.6991426660097204,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,2,1,batched,8,1,0,0.8510904579889029,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,2,1,batched,8,1,1,0.8510904579889029,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,2,1,batched,8,1,2,0.8510904579889029,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,2,1,batched,8,1,3,0.8510904579889029,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,2,1,batched,8,1,4,2.3864902920322493,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,2,1,batched,8,1,5,2.3864902920322493,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,2,1,batched,8,1,6,2.3864902920322493,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,2,1,batched,8,1,7,2.3864902920322493,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,,2,1,batched,8,2,0,2.462418707960751,,,4,offline completion from common arrival,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,,2,1,batched,8,2,1,2.462418707960751,,,4,offline completion from common arrival,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,,2,1,batched,8,2,2,2.462418707960751,,,4,offline completion from common arrival,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,,2,1,batched,8,2,3,2.462418707960751,,,4,offline completion from common arrival,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,,2,1,batched,8,2,4,3.392051166971214,,,4,offline completion from common arrival,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,,2,1,batched,8,2,5,3.392051166971214,,,4,offline completion from common arrival,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,,2,1,batched,8,2,6,3.392051166971214,,,4,offline completion from common arrival,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,,2,1,batched,8,2,7,3.392051166971214,,,4,offline completion from common arrival,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,3,1,dynamic,9,0,0,0.38848925003549084,0.002334249031264335,0.3861055839806795,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,3,1,dynamic,9,0,1,0.9604805410490371,0.39080845803255215,0.5695761250099167,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,3,1,dynamic,9,0,2,2.6992960409843363,0.9628378750057891,1.7363084169919603,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,1,3,1,dynamic,9,0,3,4.84679037501337,2.7017381250625476,2.1448490420007147,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,3,1,dynamic,9,0,4,5.39256025000941,4.849291833059397,0.5432235829648562,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,3,1,dynamic,9,0,5,6.534794665989466,5.394939832971431,1.1397243330138735,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,3,1,dynamic,9,0,6,7.684502666990738,6.53727579297265,1.1471858749864623,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,3,1,dynamic,9,0,7,8.026440499990713,7.686872373975348,0.3395226669963449,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,3,1,dynamic,9,1,0,0.2726165410131216,0.002365041058510542,0.2702115829451941,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,3,1,dynamic,9,1,1,0.5978217500378378,0.2749456660239957,0.3228363749803975,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,3,1,dynamic,9,1,2,0.9549644580110908,0.6001687920070253,0.35475649998988956,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,1,3,1,dynamic,9,1,3,1.2871087500243448,0.9573203339823522,0.3297040000325069,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,3,1,dynamic,9,1,4,1.5878074999782257,1.2894718329771422,0.29828437499236315,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,3,1,dynamic,9,1,5,1.920957583002746,1.590160083025694,0.3307596250087954,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,3,1,dynamic,9,1,6,2.23194245796185,1.9232868749531917,0.30861412500962615,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,3,1,dynamic,9,1,7,2.6286699160118587,2.2342962080147117,0.3943308750167489,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,3,1,dynamic,9,2,0,0.4173060409957543,0.002365998981986195,0.4148983749910258,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,3,1,dynamic,9,2,1,1.4175879589747638,0.419643125962466,0.9979015830322169,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,3,1,dynamic,9,2,2,3.03394804202253,1.4199360840721056,1.6136009579640813,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
